userId,movieId,rating,timestamp,title,genres
18,1,3.5,1455209816,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
63,1,5.0,1443199669,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
64,1,4.0,1161520134,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
68,1,2.5,1158531426,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
91,1,4.0,1112713037,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
140,1,3.0,942924980,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
177,1,5.0,1435533535,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
182,1,4.0,1063289621,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
219,1,3.5,1194681084,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
239,1,4.0,1221158265,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
249,1,4.0,1347317775,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
274,1,4.0,1171410158,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
288,1,4.5,1054568869,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
307,1,4.0,1186160893,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
330,1,4.0,1285904910,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
380,1,5.0,1493420345,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
414,1,4.0,961438127,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
434,1,4.0,1270604402,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
448,1,5.0,1019126661,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
474,1,4.0,978575760,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
480,1,3.0,1179178004,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
483,1,4.0,1178293130,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
573,1,5.0,1186722182,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
580,1,3.0,1167792349,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
590,1,4.0,1258420408,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
599,1,3.0,1498524204,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
600,1,2.5,1237764347,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
608,1,2.5,1117408267,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
18,32,4.0,1455209840,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
63,32,3.0,1443199999,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
64,32,4.0,1161520763,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
91,32,4.0,1112711273,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
182,32,4.0,1054779785,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
219,32,3.5,1194686177,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
239,32,5.0,1221159452,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
249,32,5.0,1346752537,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
274,32,4.0,1171409321,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
288,32,5.0,975692000,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
307,32,3.5,1186160917,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
330,32,5.0,1285904958,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
380,32,5.0,1493494899,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
414,32,5.0,961514667,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
425,32,4.0,1085477320,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
434,32,3.5,1270604323,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
448,32,2.0,1019132949,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
474,32,4.0,1081177409,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
480,32,4.0,1179177844,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
483,32,5.0,1178213437,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
489,32,3.5,1333023575,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
580,32,5.0,1167790855,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
590,32,3.0,1258420444,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
599,32,3.0,1498519822,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
600,32,4.5,1237858629,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
608,32,3.5,1117336682,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
18,34,2.5,1455617533,Babe (1995),Children|Drama
63,34,3.0,1443201169,Babe (1995),Children|Drama
64,34,4.5,1161520212,Babe (1995),Children|Drama
68,34,1.0,1158531735,Babe (1995),Children|Drama
140,34,4.0,942910010,Babe (1995),Children|Drama
274,34,4.0,1171756208,Babe (1995),Children|Drama
288,34,4.0,975693063,Babe (1995),Children|Drama
330,34,3.0,1285905096,Babe (1995),Children|Drama
380,34,4.0,1493420018,Babe (1995),Children|Drama
414,34,5.0,961438127,Babe (1995),Children|Drama
425,34,3.5,1114173653,Babe (1995),Children|Drama
434,34,3.5,1270604933,Babe (1995),Children|Drama
474,34,4.5,1081177349,Babe (1995),Children|Drama
480,34,4.0,1179178044,Babe (1995),Children|Drama
489,34,2.0,1333101391,Babe (1995),Children|Drama
580,34,2.5,1167673463,Babe (1995),Children|Drama
600,34,2.0,1237711536,Babe (1995),Children|Drama
608,34,3.5,1117491662,Babe (1995),Children|Drama
18,47,4.5,1455050013,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
63,47,4.0,1443201084,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
64,47,4.5,1161520185,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
68,47,4.0,1158531489,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
91,47,4.5,1112712832,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
140,47,4.0,942842215,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
177,47,4.5,1435533571,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
182,47,4.0,1054781315,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
219,47,3.5,1194686017,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
239,47,5.0,1221158250,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
249,47,5.0,1346757700,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
274,47,4.0,1171172762,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
288,47,3.5,1054568985,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
307,47,4.0,1186160966,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
330,47,3.0,1285904519,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
380,47,5.0,1493494893,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
414,47,4.0,961681857,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
425,47,4.5,1085477391,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
434,47,4.0,1270603499,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
448,47,4.0,1019132386,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
474,47,4.0,979180247,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
480,47,4.5,1179177656,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
483,47,3.5,1178215187,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
489,47,3.0,1333101316,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
573,47,5.0,1186589586,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
580,47,5.0,1167791127,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
590,47,3.0,1258420506,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
599,47,4.0,1498499364,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
600,47,4.0,1237852430,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
608,47,4.5,1117162426,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
18,50,5.0,1455049343,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
63,50,5.0,1443199758,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
64,50,3.0,1161528982,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
68,50,3.0,1158531764,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
91,50,4.5,1112712816,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
140,50,3.0,942840991,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
177,50,4.0,1435523529,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
182,50,4.5,1054781309,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
219,50,5.0,1194685882,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
239,50,4.5,1221158083,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
249,50,4.0,1364546154,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
