userId,movieId,rating,timestamp
1,1,4.0,964982703
1,3,4.0,964981247
1,6,4.0,964982224
1,47,5.0,964983815
1,50,5.0,964982931
1,70,3.0,964982400
3,31,0.5,1306463578
4,21,3.0,986935199
4,32,2.0,945173447
4,45,3.0,986935047
4,47,2.0,945173425
4,52,3.0,964622786
4,58,3.0,964538444
5,1,4.0,847434962
5,21,4.0,847435238
5,34,4.0,847434881
5,36,4.0,847435292
5,39,3.0,847434961
5,50,4.0,847434881
5,58,5.0,847435238
6,2,4.0,845553522
6,3,5.0,845554296
6,4,3.0,845554349
6,5,5.0,845553938
6,6,4.0,845553757
6,7,4.0,845554264
6,8,3.0,845555281
6,10,3.0,845553253
6,11,4.0,845553489
6,13,3.0,845555588
6,15,4.0,845554505
6,16,4.0,845553819
6,17,4.0,845553559
6,19,2.0,845553382
6,21,2.0,845553382
6,22,5.0,845553875
6,24,4.0,845554397
6,25,3.0,845553695
6,26,4.0,845555362
6,27,3.0,845555402
6,31,3.0,845553819
6,32,4.0,845553426
6,34,4.0,845553354
6,36,5.0,845553726
6,41,4.0,845554962
6,43,4.0,845555607
6,45,3.0,845553907
6,46,4.0,845554551
6,47,4.0,845553317
6,50,1.0,845553381
6,54,4.0,845555402
6,60,4.0,845554263
6,61,4.0,845555454
6,62,4.0,845553660
6,65,3.0,845555070
6,66,3.0,845555151
6,76,4.0,845555317
6,79,3.0,845554907
6,86,5.0,845556131
6,87,3.0,845555300
6,88,2.0,845555694
6,89,4.0,845555124
6,92,4.0,845555454
6,93,4.0,845554584
6,95,4.0,845553559
6,100,3.0,845555151
7,1,4.5,1106635946
7,50,4.5,1106635993
7,58,3.0,1106635520
8,2,4.0,839463806
8,10,2.0,839463509
8,11,4.0,839463806
8,21,4.0,839463564
8,32,3.0,839463624
8,34,5.0,839463546
8,39,3.0,839463644
8,47,4.0,839463546
8,50,5.0,839463644
9,41,3.0,1044656650
11,6,5.0,902154266
11,10,3.0,902154316
11,36,4.0,902155135
11,44,2.0,902154593
11,95,3.0,902154458
12,39,4.0,1247264471
13,47,5.0,987895819
14,4,3.0,835441653
14,7,3.0,835441989
14,19,1.0,835441168
14,25,4.0,835441394
14,32,4.0,835441168
14,39,3.0,835441186
14,47,5.0,835441133
14,95,5.0,835441295
15,1,2.5,1510577970
15,44,1.0,1299424916
15,47,3.5,1510571970
16,47,3.5,1377477814
16,50,4.0,1377476781
17,1,4.5,1305696483
17,44,3.5,1305696245
17,47,4.0,1307262715
17,50,4.5,1305697013
18,1,3.5,1455209816
18,2,3.0,1455617462
18,6,4.0,1460138360
18,16,4.5,1461311583
18,32,4.0,1455209840
18,34,2.5,1455617533
18,36,4.0,1455617478
18,47,4.5,1455050013
18,50,5.0,1455049343
18,70,3.5,1455735732
19,1,4.0,965705637
19,2,3.0,965704331
19,3,3.0,965707636
19,7,2.0,965706657
19,10,2.0,965709556
19,12,1.0,965705347
19,13,3.0,965709102
19,15,2.0,965710039
19,19,2.0,965708339
19,32,4.0,965703646
19,34,4.0,965705661
19,44,3.0,965710019
19,47,3.0,965710720
19,48,1.0,965709172
19,54,2.0,965702660
19,64,2.0,965708037
19,65,2.0,965708217
19,70,2.0,965704974
19,87,2.0,965708059
19,92,2.0,965712048
20,2,3.0,1054038313
20,8,1.0,1054038422
20,13,4.0,1054038425
20,34,4.0,1054038093
20,48,5.0,1054038357
21,1,3.5,1407618878
21,2,3.5,1419795031
21,10,5.0,1403459783
21,19,2.5,1419795052
21,38,2.5,1419795113
21,44,1.0,1376822969
21,48,3.0,1376822924
23,6,4.0,1107342267
23,29,4.0,1107341574
23,32,3.5,1107341750
23,50,4.0,1107163741
23,58,3.0,1107164183
24,6,4.5,1458941767
24,32,3.5,1458942033
24,50,4.0,1458942023
26,10,3.0,836950403
26,34,3.0,836950483
26,47,4.0,836950431
27,1,3.0,962685262
27,2,4.0,962685711
27,34,5.0,962685351
27,48,4.0,962685318
27,60,3.0,962685387
27,62,5.0,962684909
28,6,3.5,1234570483
28,16,2.5,1234570375
28,21,3.0,1242290535
28,23,1.5,1242290862
28,31,2.5,1234334920
28,32,3.5,1234335329
28,47,3.0,1235975946
28,50,3.5,1234337966
28,62,3.5,1242290542
28,95,2.0,1234516201
29,50,3.5,1308007653
